,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,tire_sizes,duration_trim,duration_time,ride_id
18689,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4748,2,1994,Female,2,27,8 ,8,18689
18690,8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4713,3,1973,Male,3,26,8 ,8,18690
18691,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4947,3,1983,Other,3,26,5 ,5,18691
18692,33 minutes,3,Powell St BART Station (Market St at 4th St),116,Mississippi St at 17th St,4517,2,1990,Male,2,26,33 ,33,18692
18693,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5240,2,1978,Male,2,27,4 ,4,18693
18694,5 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,4625,3,1987,Male,3,27,5 ,5,18694
18695,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1183,1,1975,Male,1,26,5 ,5,18695
18696,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5436,2,1974,Male,2,26,6 ,6,18696
18697,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,5547,1,1991,Female,1,26,17 ,17,18697
18698,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4647,1,1985,Male,1,26,9 ,9,18698
18699,10 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1812,2,1947,Male,2,27,10 ,10,18699
18700,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,1896,1,1976,Male,1,26,14 ,14,18700
18701,5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5475,2,1980,Male,2,26,5 ,5,18701
18702,8 minutes,81,Berry St at 4th St,104,4th St at 16th St,3147,1,1950,Female,1,26,8 ,8,18702
18703,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5261,2,1970,Male,2,27,3 ,3,18703
18704,11 minutes,81,Berry St at 4th St,100,Bryant St at 15th St,5520,2,1988,Male,2,26,11 ,11,18704
18705,11 minutes,81,Berry St at 4th St,9,Broadway at Battery St,4960,3,1983,Female,3,27,11 ,11,18705
18706,7 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,1553,2,1970,Male,2,26,7 ,7,18706
18707,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4968,1,1991,Male,1,27,7 ,7,18707
18708,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4442,1,1977,Female,1,26,7 ,7,18708
18709,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),1809,3,1967,Male,3,27,11 ,11,18709
18710,5 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,4798,3,1991,Male,3,27,5 ,5,18710
18711,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1738,1,1991,Male,1,27,10 ,10,18711
18712,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5572,3,1958,Male,3,26,5 ,5,18712
18713,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4983,1,1971,Male,1,27,6 ,6,18713
18714,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4716,2,1988,Male,2,26,8 ,8,18714
18715,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3060,2,1954,Male,2,26,12 ,12,18715
18716,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,3279,1,1978,Male,1,26,4 ,4,18716
18717,4 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),4405,3,1987,Female,3,27,4 ,4,18717
18718,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5559,2,1985,Male,2,27,6 ,6,18718
18719,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5331,2,1995,Female,2,27,6 ,6,18719
18720,6 minutes,22,Howard St at Beale St,19,Post St at Kearny St,1535,3,1979,Male,3,27,6 ,6,18720
18721,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,3429,2,1983,Male,2,26,6 ,6,18721
18722,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),3326,2,1983,Male,2,26,23 ,23,18722
18723,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1450,1,1990,Female,1,27,6 ,6,18723
18724,10 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4625,2,1986,Male,2,27,10 ,10,18724
18725,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5132,2,1991,Male,2,26,7 ,7,18725
18726,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2101,3,1991,Male,3,26,6 ,6,18726
18727,14 minutes,22,Howard St at Beale St,41,Golden Gate Ave at Polk St,5108,3,1979,Female,3,27,14 ,14,18727
18728,4 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,4878,2,1967,Male,2,27,4 ,4,18728
18729,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4803,3,1996,Male,3,26,4 ,4,18729
18730,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5239,2,1979,Male,2,27,6 ,6,18730
18731,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,1606,2,1990,Female,2,27,7 ,7,18731
18732,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,2582,1,1992,Male,1,26,3 ,3,18732
18733,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,1057,2,1975,Male,2,26,16 ,16,18733
18734,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3379,3,1976,Male,3,26,5 ,5,18734
18735,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4370,2,1985,Male,2,27,4 ,4,18735
18736,11 minutes,22,Howard St at Beale St,79,7th St at Brannan St,762,2,1991,Male,2,27,11 ,11,18736
18737,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5407,2,1981,Male,2,26,5 ,5,18737
18738,4 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,4980,2,1990,Male,2,27,4 ,4,18738
18739,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5547,2,1996,Male,2,26,7 ,7,18739
18740,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5237,2,1987,Male,2,26,5 ,5,18740
18741,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5224,2,1987,Male,2,27,8 ,8,18741
18742,32 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1183,3,1972,Male,3,26,32 ,32,18742
18743,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,6234,3,1971,Male,3,26,6 ,6,18743
18744,12 minutes,81,Berry St at 4th St,9,Broadway at Battery St,3237,1,1975,Male,1,27,12 ,12,18744
18745,16 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5173,1,1975,Male,1,27,16 ,16,18745
18746,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1535,3,1993,Male,3,26,9 ,9,18746
18747,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1812,1,1982,Male,1,27,10 ,10,18747
18748,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5276,1,1981,Male,1,26,2 ,2,18748
18749,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4834,1,1995,Female,1,26,10 ,10,18749
18750,11 minutes,22,Howard St at Beale St,58,Market St at 10th St,4617,2,1973,Male,2,26,11 ,11,18750
18751,13 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5182,3,1988,Male,3,27,13 ,13,18751
18752,13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5168,2,1966,Male,2,26,13 ,13,18752
18753,16 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4629,2,1987,Male,2,27,16 ,16,18753
18754,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5013,2,1989,Male,2,26,13 ,13,18754
18755,21 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,4337,2,1987,Male,2,27,21 ,21,18755
18756,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3708,3,1968,Male,3,27,16 ,16,18756
18757,14 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5502,2,1986,Male,2,27,14 ,14,18757
18758,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5057,2,1986,Male,2,27,10 ,10,18758
18759,24 minutes,3,Powell St BART Station (Market St at 4th St),101,15th St at Potrero Ave,1188,2,1985,Male,2,27,24 ,24,18759
18760,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4964,2,1989,Male,2,26,5 ,5,18760
18761,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3060,1,1988,Female,1,27,12 ,12,18761
18762,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,472,2,1979,Male,2,26,13 ,13,18762
18763,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),709,3,1991,Male,3,27,14 ,14,18763
18764,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1436,1,1991,Male,1,26,2 ,2,18764
18765,10 minutes,81,Berry St at 4th St,13,Commercial St at Montgomery St,5360,2,1973,Male,2,27,10 ,10,18765
18766,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4404,2,1972,Male,2,26,2 ,2,18766
18767,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,1949,2,1988,Male,2,27,10 ,10,18767
18768,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,3671,3,1986,Male,3,27,11 ,11,18768
18769,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1677,1,1988,Male,1,27,11 ,11,18769
18770,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1705,2,1966,Male,2,27,12 ,12,18770
18771,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),3386,2,1989,Other,2,27,9 ,9,18771
18772,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5314,3,1978,Male,3,26,10 ,10,18772
18773,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5248,3,1989,Female,3,26,18 ,18,18773
18774,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),100,Bryant St at 15th St,4604,3,1996,Male,3,26,10 ,10,18774
18775,10 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1057,2,1986,Female,2,27,10 ,10,18775
18776,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3279,1,1958,Female,1,27,12 ,12,18776
18777,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,2035,1,1986,Male,1,27,8 ,8,18777
18778,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,762,2,1973,Female,2,26,12 ,12,18778
18779,6 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5454,3,1970,Male,3,27,6 ,6,18779
18780,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1812,2,1984,Male,2,27,9 ,9,18780
18781,16 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,2539,3,1956,Male,3,26,16 ,16,18781
18782,6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,5105,2,1983,Male,2,26,6 ,6,18782
18783,9 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5271,2,1985,Female,2,26,9 ,9,18783
18784,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,2609,3,1988,Male,3,27,5 ,5,18784
18785,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1615,2,1980,Female,2,26,13 ,13,18785
18786,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5222,1,1981,Female,1,27,6 ,6,18786
18787,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,3454,3,1981,Male,3,27,13 ,13,18787
18788,8 minutes,22,Howard St at Beale St,61,Howard St at 8th St,4750,3,1993,Male,3,27,8 ,8,18788
18789,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5065,2,1991,Male,2,26,3 ,3,18789
18790,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,27,3,1980,Male,3,27,25 ,25,18790
18791,8 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,1832,2,1982,Female,2,27,8 ,8,18791
18792,11 minutes,81,Berry St at 4th St,78,Folsom St at 9th St,5223,2,1994,Female,2,26,11 ,11,18792
18793,4 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,5476,2,1964,Male,2,26,4 ,4,18793
18794,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4962,3,1983,Male,3,27,6 ,6,18794
18795,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,530,2,1973,Male,2,26,5 ,5,18795
18796,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4957,2,1959,Male,2,27,6 ,6,18796
18797,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4803,1,1986,Female,1,26,12 ,12,18797
18798,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5182,2,1985,Male,2,27,7 ,7,18798
18799,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5355,1,1969,Male,1,26,13 ,13,18799
18800,9 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5013,2,1975,Male,2,27,9 ,9,18800
18801,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,6235,3,1989,Male,3,26,5 ,5,18801
18802,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4942,2,1951,Male,2,26,16 ,16,18802
18803,7 minutes,22,Howard St at Beale St,47,4th St at Harrison St,696,3,1963,Male,3,27,7 ,7,18803
18804,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5315,3,1982,Male,3,27,5 ,5,18804
18805,5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5140,2,1988,Male,2,27,5 ,5,18805
18806,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4947,2,1989,Male,2,26,11 ,11,18806
18807,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,316,1,1979,Male,1,26,13 ,13,18807
18808,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4442,2,1987,Male,2,26,6 ,6,18808
18809,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2970,2,1974,Male,2,27,1 ,1,18809
18810,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4980,2,1956,Male,2,27,8 ,8,18810
18811,6 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,1591,2,1982,Male,2,27,6 ,6,18811
18812,16 minutes,22,Howard St at Beale St,87,Folsom St at 13th St,5371,1,1971,Male,1,27,16 ,16,18812
18813,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4641,1,1984,Male,1,27,5 ,5,18813
18814,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3079,2,1991,Male,2,26,9 ,9,18814
18815,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1180,2,1996,Female,2,27,4 ,4,18815
18816,7 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4949,3,1987,Male,3,27,7 ,7,18816
18817,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,3223,1,1996,Male,1,27,13 ,13,18817
18818,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3241,2,1990,Male,2,26,6 ,6,18818
18819,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5108,3,1979,Male,3,26,4 ,4,18819
18820,11 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2917,2,1988,Male,2,26,11 ,11,18820
18821,3 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),5559,3,1985,Male,3,27,3 ,3,18821
18822,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,3211,2,1969,Male,2,27,12 ,12,18822
18823,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,62,2,1983,Male,2,27,10 ,10,18823
18824,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5464,1,1988,Male,1,26,10 ,10,18824
18825,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1199,1,1974,Male,1,27,4 ,4,18825
18826,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4960,2,1966,Male,2,26,12 ,12,18826
18827,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1853,2,1971,Male,2,26,10 ,10,18827
18828,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5454,3,1987,Male,3,26,7 ,7,18828
18829,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,3326,1,1986,Male,1,26,8 ,8,18829
18830,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),1187,3,1971,Male,3,27,9 ,9,18830
18831,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3370,2,1990,Male,2,27,10 ,10,18831
18832,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1999,2,1986,Female,2,27,8 ,8,18832
18833,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,3711,1,1973,Male,1,26,8 ,8,18833
18834,8 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5497,2,1990,Male,2,27,8 ,8,18834
18835,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,2,1996,Female,2,27,8 ,8,18835
18836,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3328,1,1972,Male,1,27,9 ,9,18836
18837,11 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,3531,2,1988,Male,2,26,11 ,11,18837
18838,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5564,2,1967,Male,2,27,10 ,10,18838
18839,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4964,2,1982,Female,2,27,8 ,8,18839
18840,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5502,2,1969,Female,2,27,8 ,8,18840
18841,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5358,2,1988,Male,2,26,7 ,7,18841
18842,9 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),5565,1,1985,Female,1,26,9 ,9,18842
18843,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4921,2,1993,Female,2,26,17 ,17,18843
18844,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4773,3,1987,Female,3,27,5 ,5,18844
18845,20 minutes,22,Howard St at Beale St,124,19th St at Florida St,148,2,1990,Female,2,26,20 ,20,18845
18846,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4972,3,1973,Male,3,27,8 ,8,18846
18847,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5408,1,1986,Male,1,27,8 ,8,18847
18848,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5337,3,1986,Female,3,26,7 ,7,18848
18849,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4795,2,1970,Male,2,26,6 ,6,18849
18850,5 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5476,2,1987,Male,2,27,5 ,5,18850
18851,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5108,3,1972,Male,3,27,7 ,7,18851
18852,18 minutes,16,Steuart St at Market St,126,Esprit Park,1101,2,1991,Male,2,26,18 ,18,18852
18853,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5168,2,1981,Male,2,27,6 ,6,18853
18854,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,1594,2,1974,Male,2,27,15 ,15,18854
18855,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2119,1,1967,Male,1,26,10 ,10,18855
18856,10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4770,3,1985,Male,3,26,10 ,10,18856
18857,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5007,2,1990,Male,2,27,5 ,5,18857
18858,9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4894,1,1983,Female,1,27,9 ,9,18858
18859,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,4735,2,1982,Male,2,27,13 ,13,18859
18860,10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5239,1,1988,Female,1,26,10 ,10,18860
18861,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4383,2,1989,Male,2,26,8 ,8,18861
18862,14 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5447,2,1991,Male,2,26,14 ,14,18862
18863,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,5331,2,1985,Male,2,27,15 ,15,18863
18864,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4959,2,1974,Male,2,27,11 ,11,18864
18865,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4625,2,1971,Male,2,26,4 ,4,18865
18866,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4994,2,1975,Male,2,26,6 ,6,18866
18867,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5237,2,1993,Male,2,26,5 ,5,18867
18868,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,3246,2,1982,Male,2,27,7 ,7,18868
18869,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2650,2,1987,Male,2,27,6 ,6,18869
18870,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5271,1,1986,Male,1,27,10 ,10,18870
18871,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5488,3,1980,Male,3,27,4 ,4,18871
18872,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5140,2,1991,Male,2,26,6 ,6,18872
18873,12 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,4988,2,1977,Male,2,27,12 ,12,18873
18874,9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,2403,1,1988,Male,1,26,9 ,9,18874
18875,17 minutes,22,Howard St at Beale St,104,4th St at 16th St,3242,2,1982,Female,2,26,17 ,17,18875
18876,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,4771,3,1991,Male,3,26,2 ,2,18876
18877,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4647,3,1984,Female,3,27,3 ,3,18877
18878,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,2198,1,1984,Male,1,26,4 ,4,18878
18879,8 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,1675,2,1974,Male,2,27,8 ,8,18879
18880,18 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,3004,1,1977,Male,1,27,18 ,18,18880
18881,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2597,3,1981,Male,3,27,3 ,3,18881
18882,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4736,3,1991,Male,3,26,6 ,6,18882
18883,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3653,2,1986,Female,2,26,5 ,5,18883
18884,10 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5082,2,1983,Other,2,26,10 ,10,18884
18885,5 minutes,22,Howard St at Beale St,47,4th St at Harrison St,5556,1,1980,Male,1,27,5 ,5,18885
18886,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3279,1,1981,Male,1,27,10 ,10,18886
18887,28 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4635,3,1992,Female,3,27,28 ,28,18887
18888,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4614,2,1990,Male,2,26,4 ,4,18888
18889,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5540,2,1992,Female,2,26,11 ,11,18889
18890,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5557,2,1988,Male,2,26,10 ,10,18890
18891,9 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2950,2,1969,Female,2,27,9 ,9,18891
